SessionID,StudentLevel,Discipline,SessionLengthMin,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,Prompts,SessionDateTime
SESSION00108,High School,Business,16.63,Studying,1,Confused,False,1.5,What investment attraction channels suit small businesses best?; What legal details must be addressed when starting a business?; What financial tools are available to startups?; What marketing strategies do large brands employ?,2024-08-04 12:09:35
SESSION00109,Graduate,Math,41.83,Studying,2,Idea Drafted,False,1.9,What calculations involve financial mathematics?; What applications has number theory found?; What numerical methods solve nonlinear equations?; What equations are differential ones?; What arithmetic operations teach primary school students?; What curves depict exponential growth?; What coordinates label points on a plane (x and y)?; What numeric sets exist?; What series converge faster?; What relations connect circle circumference length and radius?; What proof methods validate mathematical statements?; What degrees of freedom determine statistics?; What problems require complex analysis?; What graphs classify as directed?; What continuous differentiable functions exist?; What expressions qualify as rational fractions?,2024-07-15 20:24:15
SESSION00110,Graduate,Engineering,15.97,Writing,3,Assignment Completed,True,3.5,What loads do reinforced concrete constructions bear?; What awards honor top engineers globally?; What programs facilitate three-dimensional modeling?; What advantages does 3D printing technology present?; What subjects must future construction engineers study?; What design principles ensure stable bridges?,2025-06-23 01:48:06
SESSION00111,Graduate,Computer Science,39.43,Research,4,Gave Up,False,5.0,What topics are covered by Computer Science studies?; What skills are essential for future data specialists?; What professions are in demand in the IT industry?; Explain the mechanism of inheritance in Python classes.; How does the version control system Git work?; Why is GitHub so popular among developers?; How to write clean and maintainable code?; Is there any difference between front-end and back-end development?; Will cloud infrastructure benefit startups?; Which operating system is most popular among developers?; Where are big data technologies applied?; What opportunities does cloud storage provide?; Explain the basics of programming in Python.; What online courses help study computer science?; Why is cybersecurity important?; Describe how the QuickSort algorithm works.,2024-10-18 08:12:00
SESSION00112,Undergraduate,Biology,28.36,Writing,4,Assignment Completed,True,3.9,What insects pollinate most flowers?; What evolutionary changes led to Homo sapiens emergence?; What components constitute blood?; What hunting adaptations developed in predators?; What organisms live in extreme conditions?; What endemic species exist in Russia?; What substances participate in plant photosynthesis?,2025-03-09 07:53:50
SESSION00113,Undergraduate,Biology,10.94,Coding,5,Idea Drafted,True,3.6,What endemic species exist in Russia?; What biochemical reactions happen inside cells?; What organisms occupy pivotal positions in marine food webs?; Which organisms belong to protozoa?; What components constitute blood?,2024-08-16 15:58:51
SESSION00114,Undergraduate,Psychology,25.5,Homework Help,3,Assignment Completed,True,3.6,What processes occur in the brain under stress?; What causes social media addiction?; What goals set confident individuals?; How can signs of psychological trauma be recognized?; What exercises enhance memory?; Why is self-esteem crucial?,2025-03-21 09:04:27
SESSION00115,High School,Math,23.19,Homework Help,4,Assignment Completed,False,2.9,What operators act differentially?; What quadratic equation formulas exist?; What curves depict exponential growth?; What equations are differential ones?; What proof methods validate mathematical statements?; What lines are parallel?; What methods locate function extremums?; What laws govern Euclidean geometry?; What numeric sets exist?,2024-10-02 13:57:36
SESSION00116,High School,Business,13.61,Writing,3,Idea Drafted,True,3.6,What sales methods increase conversion rates?; What investment attraction channels suit small businesses best?; What analytical tools should entrepreneurs master?,2025-05-06 19:41:44
SESSION00117,Graduate,Psychology,18.01,Writing,3,Idea Drafted,True,3.1,Why is maintaining a work-life balance important?; What beliefs influence our perception of the world?; How to establish contact with people of different ages?; What methods help break bad habits?,2024-11-18 13:48:08
SESSION00118,Undergraduate,Biology,22.8,Writing,4,Confused,False,3.7,What evolutionary changes led to Homo sapiens emergence?; What role does DNA perform?; What vitamins are critical for health?; What physiological processes sustain homeostasis?,2024-08-22 14:53:03
SESSION00119,Undergraduate,Computer Science,15.91,Research,4,Idea Drafted,False,3.1,Why is GitHub so popular among developers?; Could AI replace programmers?; How do deep learning neural networks function?; How can I improve my computer performance?; What opportunities does cloud storage provide?,2024-10-11 22:44:37
SESSION00120,Undergraduate,Math,20.93,Studying,5,Assignment Completed,True,5.0,What numeric sets exist?; What roots find Newton’s method solutions?; What numerical methods solve nonlinear equations?; What boundary conditions impose restrictions?; What arithmetic operations teach primary school students?; What limits call indeterminate?; What coordinates label points on a plane (x and y)?; What degrees of freedom determine statistics?; What values express percentages?,2024-11-03 23:04:35
SESSION00121,Undergraduate,History,33.88,Writing,5,Idea Drafted,True,4.3,What reforms changed Russia under Peter I?; What maps preserved mariners of Medieval Age?; What artworks created during Renaissance period?; What institutions evolved in Ancient Athens?; What historic monuments survive in Rome?; What emperors left lasting marks on Roman history?; What religions spread via geographic explorations?,2025-05-20 17:52:17
SESSION00122,High School,Biology,7.12,Brainstorming,3,Assignment Completed,False,2.4,What role does DNA perform?; What unique insect characteristics exist?; What bacteria inhabit the human gut?,2024-12-01 06:58:58
SESSION00123,Undergraduate,Engineering,19.37,Studying,2,Gave Up,False,2.7,What safety standards observe road builders?; What engines are most economical in operation?; What devices collect and transmit telemetry?; What components comprise electronic device schematic diagrams?,2024-07-22 15:11:28
SESSION00124,Undergraduate,Math,16.79,Brainstorming,5,Confused,False,4.4,What measures of central tendency exist in statistics?; What degrees of freedom determine statistics?; What equations are differential ones?; What expressions qualify as rational fractions?,2025-01-16 03:01:05
SESSION00125,Graduate,Biology,13.61,Brainstorming,5,Assignment Completed,True,3.6,What organs form the digestive system?; What research showcases future biotechnology developments?; What tissues compose plants?,2024-11-12 18:20:09
SESSION00126,Undergraduate,Math,19.28,Writing,3,Assignment Completed,False,2.5,What calculations involve financial mathematics?; What problems require complex analysis?; What proof methods validate mathematical statements?; Who invented significant contributions to mathematics?; What functions integrate elementarily?,2024-07-23 09:34:47
SESSION00127,Graduate,Biology,16.64,Studying,3,Gave Up,True,2.5,What enzymes speed up chemical reactions in cells?; What phenomena relate to biological rhythms?; What evolutionary changes led to Homo sapiens emergence?; Which organisms belong to protozoa?,2025-01-03 16:02:34
SESSION00128,Undergraduate,Psychology,18.61,Writing,5,Assignment Completed,True,4.4,What exercises enhance memory?; How are habits formed?; What traits define charismatic leaders?; What psychological effects influence decision-making?,2024-10-21 23:08:34
SESSION00129,High School,Computer Science,14.37,Research,5,Assignment Completed,False,4.7,How can one become a qualified programmer?; What opportunities does cloud storage provide?; What online courses help study computer science?; Explain the mechanism of inheritance in Python classes.,2025-04-06 21:19:09
